"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","sev.blueplots","n_trait","traits","mean_cor","min_cor","max_cor"
5,1.52988891775081,0.216675438591991,0.546610541301481,1.04219778244236,1.2801988605237,0.171467513999196,0.48192824570064,0.226816294496856,"1 W 1",5,100,NA,NA,NA
2,NA,NA,NA,0.161063013830434,0.180219587294907,0.247431044883304,0.610665260532616,0.331671104285607,"5 W 3",5,100,NA,NA,NA
6,2.45316606150694,0.867497115865654,0.727791556572181,1.3192221091581,1.85524622248996,0.444159331327656,0.731881018241334,0.360210484034112,"4 E 1",5,100,NA,NA,NA
3,0.128328031405766,0.595307706655089,0.932774157318262,0.841316825863567,0.897484524166697,0.0150275247112201,0.749120785149915,0.113300834353748,"2 N 3",5,100,NA,NA,NA
5,1.05031600321879,0.50425315825921,0.244795072008613,0.703681672392493,0.960805688554817,0.380618310978126,0.457447871205303,0.31724427919039,"5 W 1",5,100,NA,NA,NA
2,NA,NA,NA,0.93282487282184,0.8748213958549,0.0190999482137464,0.906054852814328,0.116556060782897,"1 E 1",5,100,NA,NA,NA
2,NA,NA,NA,0.667934021971649,0.45478818949306,0.000266926484385933,0.603816415753112,0.0496220794842363,"4 N 1",5,100,NA,NA,NA
3,0.140973316670535,0.825038208445946,0.64213465326012,0.284324041919713,0.21198222918267,0.0132854656454373,0.668765938959487,0.100973870509806,"5 N 1",5,100,NA,NA,NA
2,NA,NA,NA,0.671061984045524,0.629335043149077,0.0183020273231791,0.791329771295157,0.112257463468259,"4 N 3",5,100,NA,NA,NA
4,0.0580159645118934,0.636064588369611,0.864096702824829,0.675474591557802,0.627994490838491,0.0270641182522292,0.648052706170378,0.105595115256076,"1 N 1",5,100,NA,NA,NA
9,10.5522436416858,0.469737086564231,0.17904529909948,0.958875467919195,1.74948295723059,0.531176358422047,0.546267130957135,0.390542473973806,"4 E 3",5,100,NA,NA,NA
3,0.276811974852136,0.54860191096834,0.875259154763793,1.05624416430434,1.33421270547072,0.349260971769357,0.646253448993199,0.325026624695206,"3 W 1",5,100,NA,NA,NA
3,0.128328031405766,0.707693326869002,0.916551168550237,0.91152203686383,0.888061838786086,0.0151936372335603,0.761838548727394,0.111329715093104,"2 E 3",5,100,NA,NA,NA
2,NA,NA,NA,0.117105458012999,0.109823787107278,0.0149139598900059,0.601570544149449,0.0992532300588997,"2 W 3",5,100,NA,NA,NA
3,0.0544662969732066,0.54860399540178,0.519927662691094,0.953005038011845,0.957335509542932,0.435557600208401,0.551788142146118,0.342092878608647,"3 E 3",5,100,NA,NA,NA
5,1.22396736615234,0.772717292809572,0.302380127274939,0.655418603076652,0.575614606401186,0.0552488847532006,0.544332287769246,0.125682106899515,"5 E 1",5,101,NA,NA,NA
5,1.91249846020698,0.410251768286698,0.65919821157965,0.504733538663418,0.543954644840279,0.099413222819131,0.406620084247608,0.16546240243916,"4 W 1",5,101,NA,NA,NA
5,3.03086118992821,0.21093517624388,0.701096645402473,0.75538744293781,1.07490677215831,0.146918553731158,0.460338175307967,0.220055346511268,"2 W 1",5,101,NA,NA,NA
8,5.28020743353597,0.40766160646819,0.548235283689727,0.871915285365013,0.957808076460761,0.157287001371655,0.478736297789659,0.207558925480659,"5 N 3",5,101,NA,NA,NA
2,NA,NA,NA,0.619979423295444,0.614696626090107,0.0141087894188997,0.564099020133691,0.0835222367435698,"5 E 3",5,101,NA,NA,NA
2,NA,NA,NA,0.0541012743625545,0.0644013620977933,0.100713186910939,0.454451987489663,0.178551088686298,"1 E 3",5,101,NA,NA,NA
3,0.0472727364072462,0.872085971508595,0.227739414872495,0.639436096193138,0.716622798411448,0.032342970611859,0.558500825307711,0.10627477162356,"2 E 1",5,101,NA,NA,NA
3,0.08389226842345,0.984873927853187,0.346440059878172,0.871835397623451,0.865190234418442,0.0520997615679765,0.479088363370268,0.127986055900741,"3 E 1",5,101,NA,NA,NA
2,NA,NA,NA,0.963448381381095,0.955238911477089,0.0150327801407331,0.580905240582595,0.0879983939498923,"2 N 1",5,101,NA,NA,NA
3,0.390256276360039,0.881863660624761,0.790130873907782,0.991875737231655,1.00822813164788,0.0341031748224999,0.565517301680526,0.0945021859551568,"3 N 1",5,101,NA,NA,NA
4,1.10488438643224,0.331669815609784,0.596661829119028,0.941389968690987,1.43521851689378,0.0345665915866145,0.427937854541902,0.116633360016015,"1 W 3",5,101,NA,NA,NA
4,3.67368817951425,0.056089462876913,0.615286094192334,1.10233724329367,1.60136407976947,0.208736267213941,0.508954023499521,0.263950584257454,"3 W 3",5,101,NA,NA,NA
2,NA,NA,NA,0.691556655894906,0.685663954569957,0.0143853349093782,0.573061871515112,0.0845066741680322,"3 N 3",5,101,NA,NA,NA
5,1.15215712283948,0.247883652730845,0.602190926100132,1.09368399021739,1.38643320429492,0.0286136432661165,0.443732505682788,0.108256436233273,"1 W 1",5,101,NA,NA,NA
2,NA,NA,NA,0.103713337782008,0.0747273481259393,0.000870559736342784,0.623090115558096,0.076994728055267,"5 W 3",5,101,NA,NA,NA
6,2.85548707771441,0.656925610467858,0.785767094302619,1.32937935244008,1.84807713985458,0.127731292516376,0.430243884600739,0.190112814820512,"4 E 1",5,101,NA,NA,NA
3,0.0472727364072462,0.640691265061486,0.700492818141849,0.889676608449262,0.998835076622567,0.0338142268755858,0.472106097937766,0.1083539832804,"2 N 3",5,101,NA,NA,NA
5,2.14626153726238,0.578953369596736,0.336857409158998,0.721885741453061,1.32180211031884,0.24139049666584,0.570002911766585,0.300882058270936,"5 W 1",5,101,NA,NA,NA
2,NA,NA,NA,0.986198624747708,0.977795301761548,0.0150594244609156,0.575787244633202,0.0863590671891306,"1 E 1",5,101,NA,NA,NA
2,NA,NA,NA,0.634932342640023,0.410957534609965,0.0218593056155437,0.563331032179002,0.0781989254976602,"4 N 1",5,101,NA,NA,NA
3,0.0980210422729124,0.90924906443696,0.28308068767102,0.286738981605121,0.22647174547078,0.0247999874184046,0.560983232862953,0.0913048465946242,"5 N 1",5,101,NA,NA,NA
2,NA,NA,NA,0.709458361443758,0.703413121056236,0.0143898246201516,0.567749663826025,0.0841328099805375,"4 N 3",5,101,NA,NA,NA
4,0.48168498154144,0.576261354593892,0.588051135539632,0.692779366705097,0.674281782211739,0.0346816233950244,0.632500051540551,0.1060226749642,"1 N 1",5,101,NA,NA,NA
9,9.85716348426726,0.373532989180586,0.36690678386778,0.97666346960511,2.21894134961124,0.295072917338024,0.563898829353672,0.311705632397767,"4 E 3",5,101,NA,NA,NA
3,0.288047126328587,0.765872291416378,0.696675841392127,1.07303486944776,1.28436105148553,0.0463568204875592,0.572489393282476,0.110618387194968,"3 W 1",5,101,NA,NA,NA
3,0.0472727364072462,0.757027248641279,0.574757805015895,0.963494220034246,0.990660976956712,0.0322487806639268,0.472137415554071,0.106437192610914,"2 E 3",5,101,NA,NA,NA
2,NA,NA,NA,0.123805920068908,0.122750979301571,0.0116912851330282,0.483715170300596,0.0738465526824007,"2 W 3",5,101,NA,NA,NA
3,0.387833738618968,0.702146909929795,0.570692370550623,1.00128296873475,1.03209207684071,0.0235578424683932,0.536811422797439,0.159120168524137,"3 E 3",5,101,NA,NA,NA
5,1.07533651158175,0.779816934117342,0.652368596282078,0.695588769156528,0.638436028035966,0.0669694202267627,0.624643673621688,0.137115686830795,"5 E 1",5,102,NA,NA,NA
5,3.39015743785933,0.325086358166627,0.92028972257499,0.829885340307531,1.61215772103324,0.201504732140416,0.464933169756817,0.287934320966271,"4 W 1",5,102,NA,NA,NA
5,3.54612441401678,0.193630935487293,0.643419650239633,0.740916537882166,1.14062602294152,0.260545430346806,0.292845147432793,0.268024676254588,"2 W 1",5,102,NA,NA,NA
8,4.6197175367555,0.438471562585505,0.487208931402097,0.930326546802595,1.0532540400508,0.132648480104251,0.434726441870097,0.194841561873463,"5 N 3",5,102,NA,NA,NA
2,NA,NA,NA,0.619979867915767,0.614697507753919,0.0413334319076662,0.756600904318077,0.110808495961294,"5 E 3",5,102,NA,NA,NA
2,NA,NA,NA,0.0636870792193016,0.0892447601344368,0.222113579825131,0.576305544559389,0.247797405795632,"1 E 3",5,102,NA,NA,NA
3,0.234772345612132,0.956978905571501,0.317290367962262,0.649033929128412,0.744657497211828,0.0969095332615202,0.661810390118768,0.162908480108279,"2 E 1",5,102,NA,NA,NA
3,0.319721981027176,0.808593804745888,0.419394394812174,0.87237788610969,0.867098369317462,0.124948892476074,0.622563843798824,0.185551714556541,"3 E 1",5,102,NA,NA,NA
2,NA,NA,NA,0.963449072321332,0.95524028158316,0.0436147877849157,0.874605254894926,0.116344953759505,"2 N 1",5,102,NA,NA,NA
3,0.336355581299709,0.939151767625493,0.850758924747367,0.989732762497547,1.00145604414204,0.0373411985688518,0.730231258131283,0.102367447122223,"3 N 1",5,102,NA,NA,NA
4,0.0365004821416476,0.620646672156555,0.838715633063681,0.894364768957989,1.19513339229028,0.0782921504773369,0.660660268274332,0.151692592977911,"1 W 3",5,102,NA,NA,NA
4,4.74608298871637,0.0632202456156752,0.688322931024419,1.114258617157,1.68954615152185,0.37785626192327,0.370322973222604,0.321600047121181,"3 W 3",5,102,NA,NA,NA
2,NA,NA,NA,0.691557151847081,0.685664938022721,0.0417767821632772,0.775982619376644,0.112445480313412,"3 N 3",5,102,NA,NA,NA
5,0.234772345612132,0.552953876102,0.634992074104549,1.09022539681736,1.34694225449323,0.0650634234163986,0.687125996233218,0.140310674401368,"1 W 1",5,102,NA,NA,NA
2,NA,NA,NA,0.125059721942925,0.10865388650874,0.0328784775334444,0.494200920766442,0.128545021696228,"5 W 3",5,102,NA,NA,NA
6,1.26159960581007,0.671837245163299,0.711789725877685,1.31810042960504,1.81083216467235,0.0516964158121913,0.677155254639498,0.134694026899273,"4 E 1",5,102,NA,NA,NA
3,0.234772345612132,0.568561472011311,0.730513076534583,0.894657277522334,1.02291620772025,0.100897459514159,0.624405807673666,0.163775605865651,"2 N 3",5,102,NA,NA,NA
5,4.36158554188488,0.721653573377411,0.391557159406826,0.795038993238891,1.48566734203336,0.374008283702814,0.425480099130582,0.352148683961899,"5 W 1",5,102,NA,NA,NA
2,NA,NA,NA,0.986199332003359,0.977796704220413,0.0437881131574573,0.903302469054851,0.115366596708857,"1 E 1",5,102,NA,NA,NA
2,NA,NA,NA,0.75344877709892,0.578694709354753,0.0573206458963727,0.887275458284184,0.145363217310507,"4 N 1",5,102,NA,NA,NA
3,0.145384206976129,0.795152060953022,0.50052667690687,0.309846901609502,0.257757440911168,0.0567576215957856,0.615920711548024,0.126145242488627,"5 N 1",5,102,NA,NA,NA
2,NA,NA,NA,0.709458870234201,0.703414129966757,0.0417947373385721,0.786405225243238,0.111788210572391,"4 N 3",5,102,NA,NA,NA
4,1.01845250230917,0.56132663952111,0.485188343831513,0.709442300037086,0.708293742252341,0.0735031608690253,0.63952463593127,0.143716918238383,"1 N 1",5,102,NA,NA,NA
9,10.8974018233445,0.431189828172955,0.515776141231263,1.01519037843313,2.38950694806148,0.331585785951158,0.364820477799755,0.342943892209773,"4 E 3",5,102,NA,NA,NA
3,0.53638868167944,0.679564734045865,0.736056502288567,1.08745138361561,1.34754522196077,0.0824865283950357,0.661075972806392,0.154723650047656,"3 W 1",5,102,NA,NA,NA
3,0.234772345612132,0.678336131630191,0.617863266632613,0.965124698218238,0.998620781373817,0.0967289878422239,0.632161337860088,0.159012782443731,"2 E 3",5,102,NA,NA,NA
2,NA,NA,NA,0.123806008856739,0.122751155364188,0.0340348303557772,0.6057797007612,0.0989060058596928,"2 W 3",5,102,NA,NA,NA
3,0.363198851923546,0.740179115211155,0.543532523595168,1.00031491048062,1.02713848919879,0.0666511129984448,0.650110082267221,0.169163882174053,"3 E 3",5,102,NA,NA,NA
5,0.524874666982984,0.768743736243893,0.810672346253237,0.559091337104685,0.349131316610405,0.0260777148131712,0.625999891412319,0.0876300464642822,"5 E 1",5,103,NA,NA,NA
5,4.96322640089127,0.313984035646626,0.884611685355463,0.810515767554976,1.55650708907486,0.266269350797374,0.436669740999652,0.304288970935601,"4 W 1",5,103,NA,NA,NA
5,3.54890228672409,0.203048316126667,0.777244320959222,0.684285428445387,1.04637324971348,0.248064147767648,0.441001589724825,0.260903836395353,"2 W 1",5,103,NA,NA,NA
8,3.1621096733601,0.202520515341618,0.382052975371393,0.676550657739765,0.556560614047547,0.0845987744956008,0.485342258664006,0.149774023857578,"5 N 3",5,103,NA,NA,NA
2,NA,NA,NA,0.272420524392549,0.118682292584189,0.0100595092292033,0.764650397751656,0.0598826834066578,"5 E 3",5,103,NA,NA,NA
2,NA,NA,NA,0.0470601632608833,0.0487289352172126,0.0242672171190475,0.460954798449791,0.164022297047375,"1 E 3",5,103,NA,NA,NA
3,0.160026206332737,0.759917528527451,0.36777492343888,0.307596103807195,0.185447866056138,0.0417140738295394,0.633563449004123,0.102894722688406,"2 E 1",5,103,NA,NA,NA
3,0.450294808213768,0.459578416902833,0.595740285333075,0.384301258474081,0.170031997976796,0.0576885128150496,0.490620241027696,0.135809062082588,"3 E 1",5,103,NA,NA,NA
2,NA,NA,NA,0.423341652027564,0.184432351127151,0.0106428314541525,0.882931688616067,0.0628977296625017,"2 N 1",5,103,NA,NA,NA
3,0.0313968485249642,0.524440334649366,0.567301026197272,0.458227781536081,0.23818802875847,0.0259991614338042,0.650404510333333,0.095726714253246,"3 N 1",5,103,NA,NA,NA
4,1.98963617575597,0.373768323772704,0.83541369780894,0.646133542002378,0.723313020940897,0.113318219976489,0.578143475730864,0.180779291309956,"1 W 3",5,103,NA,NA,NA
4,2.07557984728918,0.0518863044252017,0.918252847952575,0.578590782180328,0.91575510901666,0.360396385550003,0.494502738111735,0.318196556423887,"3 W 3",5,103,NA,NA,NA
2,NA,NA,NA,0.303871741169498,0.13238427968657,0.0102437944779878,0.778521828487139,0.0613704042707517,"3 N 3",5,103,NA,NA,NA
5,1.98963617575597,0.150170399228011,0.755018164720156,0.560156053014633,0.458174382592504,0.0823169271915494,0.534221976499925,0.155589794365098,"1 W 1",5,103,NA,NA,NA
2,NA,NA,NA,0.117018404048005,0.0951302612482718,0.0736688281714035,0.615179130447677,0.146276932290793,"5 W 3",5,103,NA,NA,NA
6,1.14560767563581,0.586267508488687,0.563456980134367,1.15490230990117,1.44419928050401,0.0310982792181631,0.495381725318817,0.0988053515767364,"4 E 1",5,103,NA,NA,NA
3,0.160026206332737,0.365106357966613,0.749160932934745,0.409877177017152,0.236229056906766,0.0429467816239002,0.611110707981063,0.106767969581247,"2 N 3",5,103,NA,NA,NA
5,1.94428718509222,0.307122312374452,0.4312600898707,0.695916155354361,1.22057400995914,0.321041138582676,0.553194500127425,0.29823316832397,"5 W 1",5,103,NA,NA,NA
2,NA,NA,NA,0.433338166420007,0.188787416695692,0.0107994348938477,0.905263761778835,0.0626906922056894,"1 E 1",5,103,NA,NA,NA
2,NA,NA,NA,0.588831185954557,0.353446474217914,0.0298304200324336,0.891219249990399,0.112056289170558,"4 N 1",5,103,NA,NA,NA
3,0.0984492878902129,0.258428925407681,0.544842957182904,0.279248686248276,0.163304109056561,0.0161185508248988,0.65071731548718,0.0802901163936443,"5 N 1",5,103,NA,NA,NA
2,NA,NA,NA,0.311737795799532,0.135811192541857,0.0102860083207801,0.776959714622512,0.0610702443729026,"4 N 3",5,103,NA,NA,NA
4,0.169832600139828,0.144037662649602,0.523965863450327,0.323669207583686,0.18881516967242,0.0352531617650634,0.663487836699734,0.0968657545761606,"1 N 1",5,103,NA,NA,NA
9,10.1431487212787,0.372683978996602,0.699566487846777,1.00027007101319,2.21362822545931,0.282035816061448,0.544399294905576,0.304841658009537,"4 E 3",5,103,NA,NA,NA
3,0.200770159082767,0.389277981101911,0.695527175296648,0.554760688502339,0.455773934973204,0.0864790344027481,0.657879222230877,0.154115094049335,"3 W 1",5,103,NA,NA,NA
3,0.160026206332737,0.447890184337394,0.644268801501907,0.429166612098082,0.205394087700756,0.0410382687040787,0.593838405414773,0.105704942723743,"2 E 3",5,103,NA,NA,NA
2,NA,NA,NA,0.0544006339578169,0.0237000937082242,0.00827468228673611,0.60396314652226,0.0537532517224089,"2 W 3",5,103,NA,NA,NA
3,0.147066434211668,0.535660267339148,0.708062863646865,0.441064440644372,0.200626279877486,0.00923090100631573,0.719662411770414,0.0660858737645252,"3 E 3",5,103,NA,NA,NA
5,1.06605560389656,0.771083801509693,0.531140373803864,0.690319065656577,0.618684870184797,0.0619187170239847,0.557204360520435,0.130652113980776,"5 E 1",5,104,NA,NA,NA
5,4.11723488123313,0.308756065534225,0.878264458276551,0.801198789835823,1.49871331752179,0.208897406157527,0.397143162951552,0.276155126437458,"4 W 1",5,104,NA,NA,NA
5,3.33477925565697,0.189044243943283,0.799151526874017,0.752906018390542,1.10141620967573,0.289072780764671,0.453180136363455,0.276382173378147,"2 W 1",5,104,NA,NA,NA
8,2.58757522914418,0.304992550678418,0.725099009400277,0.927892916724301,1.02013255800781,0.0963366010798703,0.527127056749598,0.177280958952439,"5 N 3",5,104,NA,NA,NA
2,NA,NA,NA,0.610622718206553,0.596282679225011,0.0132086315252944,0.567914323394574,0.0750202899215772,"5 E 3",5,104,NA,NA,NA
2,NA,NA,NA,0.0560815588542627,0.0692022502099819,0.133340055134791,0.452793594800457,0.197539109251618,"1 E 3",5,104,NA,NA,NA
3,0.130797138786094,0.916125592510022,0.430670712759819,0.636184945331972,0.705286538350308,0.0433553337474641,0.583730445446313,0.107359924113976,"2 E 1",5,104,NA,NA,NA
3,0.186216876961043,0.870852531103815,0.496677678851631,0.859019246343759,0.840191858229837,0.0765668047228875,0.507498860876722,0.146672244560979,"3 E 1",5,104,NA,NA,NA
2,NA,NA,NA,0.948908056276374,0.926623627428283,0.0141004921839468,0.567876964608262,0.0800953266525476,"2 N 1",5,104,NA,NA,NA
3,0.174404562601148,0.87686118672215,0.697383542202145,0.97673337850107,0.977643841763368,0.017443130931307,0.545482422220692,0.0772669020425236,"3 N 1",5,104,NA,NA,NA
4,0.672598757365381,0.32716366552849,0.385184823427022,0.907873735823433,1.37339963762603,0.0591205740249977,0.486928337553194,0.128110585055971,"1 W 3",5,104,NA,NA,NA
4,2.85072063792283,0.0641134054273108,0.71880484839083,1.0973957076605,1.64911110931639,0.374565983459363,0.487453402134614,0.316985590579714,"3 W 3",5,104,NA,NA,NA
2,NA,NA,NA,0.681119710024873,0.665124099475793,0.0135373165388611,0.564088873347897,0.0773819931154911,"3 N 3",5,104,NA,NA,NA
5,0.803395896151475,0.24362128550912,0.460447403629675,1.08174297085625,1.35784292684399,0.0512781009928339,0.495233182950049,0.119921437321551,"1 W 1",5,104,NA,NA,NA
2,NA,NA,NA,0.117738805030388,0.0963051684939948,0.0342302022836957,0.604905199875537,0.118262167163993,"5 W 3",5,104,NA,NA,NA
6,0.978298829233398,0.743333439589267,0.528487407023985,1.23219703505757,1.64116925590992,0.0271304860553126,0.420384515045149,0.121183153554813,"4 E 1",5,104,NA,NA,NA
3,0.130797138786094,0.602531708021402,0.776491913193472,0.875636000367393,0.971028939733358,0.0450499262747432,0.50738534348537,0.109764245442684,"2 N 3",5,104,NA,NA,NA
5,2.94098982054348,0.320574319269698,0.461032345053367,0.770822308962535,1.38436284255796,0.405914946859496,0.505879096442952,0.345020099086674,"5 W 1",5,104,NA,NA,NA
2,NA,NA,NA,0.971314953864268,0.948504315009104,0.0141444881565313,0.574152293657006,0.0770396331812875,"1 E 1",5,104,NA,NA,NA
2,NA,NA,NA,0.683621769369448,0.476402262436898,0.0185235486505899,0.577202335308559,0.0950283835092876,"4 N 1",5,104,NA,NA,NA
3,0.213080668073008,0.876421206434193,0.411395187124376,0.302155877881512,0.244948533921564,0.0436291150552074,0.595548431020682,0.105990920389652,"5 N 1",5,104,NA,NA,NA
2,NA,NA,NA,0.698751243737185,0.682341569195396,0.0135048041195106,0.571837054134797,0.0783032358825165,"4 N 3",5,104,NA,NA,NA
4,0.282811940917137,0.562758016969779,0.595781511541439,0.703174605758826,0.694885977743886,0.0447424750703988,0.654225566984097,0.115915081507313,"1 N 1",5,104,NA,NA,NA
9,14.6631928309538,0.41224576812811,0.529111069693034,0.931699583045759,2.06346451645293,0.352141082244236,0.490320217862873,0.344853070095638,"4 E 3",5,104,NA,NA,NA
3,0.27856691541716,0.699949960136689,0.721055656797633,1.06405980256325,1.27827701447566,0.049915329927249,0.605902329429035,0.120161680484552,"3 W 1",5,104,NA,NA,NA
3,0.130797138786094,0.715586367868806,0.682087386809335,0.948994400671079,0.962164755777674,0.0432586663001525,0.506548281449342,0.107713493406032,"2 E 3",5,104,NA,NA,NA
2,NA,NA,NA,0.121937445989258,0.119073832047852,0.0109501650046755,0.479752281424746,0.0670729207915455,"2 W 3",5,104,NA,NA,NA
3,0.177886551117867,0.678640991920796,0.592308578548479,0.986986881818558,1.00567817192148,0.0315067324770767,0.535852128956708,0.158681458261512,"3 E 3",5,104,NA,NA,NA
5,0.671771511641434,0.869487256145295,0.800424737784681,0.678636940981695,0.582828945153549,0.0532420901823894,0.60438164183054,0.127143798131721,"5 E 1",5,105,NA,NA,NA
5,4.38962507650468,0.326728021513072,0.715136942625908,0.782898435068505,1.42813050259696,0.228490189771213,0.39390283970275,0.28691888187613,"4 W 1",5,105,NA,NA,NA
5,3.20444575730293,0.671807688180854,0.342294386535259,0.598728827223725,0.594870442618146,0.191407469725291,0.579585553785794,0.228340757027249,"2 W 1",5,105,NA,NA,NA
8,4.55147613884933,0.383099964025751,0.613348113735968,0.822442046596398,0.913607235955538,0.131850627067944,0.614464161126949,0.199562661194738,"5 N 3",5,105,NA,NA,NA
2,NA,NA,NA,0.595367966456213,0.566861818403613,0.0262005555002483,0.759489418715701,0.105294135135334,"5 E 3",5,105,NA,NA,NA
2,NA,NA,NA,0.0626849399681449,0.086458260053175,0.175148199829362,0.459100358790381,0.216934479808689,"1 E 3",5,105,NA,NA,NA
3,0.32032677903158,0.97552537134482,0.565027466575028,0.625412529342997,0.69384817217004,0.0493489475484953,0.599324903357811,0.12595844128475,"2 E 1",5,105,NA,NA,NA
3,0.659651239160283,0.788790188418976,0.611463923151242,0.837811695175835,0.799904950467013,0.114827246899431,0.486981806692618,0.176999771050062,"3 E 1",5,105,NA,NA,NA
2,NA,NA,NA,0.925202163257999,0.880903592743023,0.0278162386366132,0.883161976684222,0.108675132937131,"2 N 1",5,105,NA,NA,NA
3,0.0400602745787017,0.626226191142372,0.975406966262783,0.938848201200874,0.895579809705621,0.0157828964609454,0.838006988204225,0.0817616884117329,"3 N 1",5,105,NA,NA,NA
4,0.492586433345782,0.501031184820999,0.17826925708609,0.944886360840772,1.41776313620529,0.0743799647111101,0.539070159378376,0.147906886972374,"1 W 3",5,105,NA,NA,NA
4,2.00139657613678,0.580076603740279,0.536408953823967,1.02926619126103,1.23255357921627,0.206914542972047,0.537969162013329,0.242313362302094,"3 W 3",5,105,NA,NA,NA
2,NA,NA,NA,0.664103782220533,0.632306571411639,0.0265759461524561,0.783941279897393,0.105210914708095,"3 N 3",5,105,NA,NA,NA
5,0.992054197027701,0.102403129946352,0.40115961390756,1.06894962422195,1.34778753897486,0.0649892361879073,0.584993933092827,0.136856399808111,"1 W 1",5,105,NA,NA,NA
2,NA,NA,NA,0.105386425878856,0.0771577757874636,0.0120070171138379,0.480685388739178,0.0906247622284721,"5 W 3",5,105,NA,NA,NA
6,1.92745646887928,0.65598480322978,0.744527841364232,1.14713186144818,1.35627038787431,0.0828833934994916,0.691201800534984,0.169266974371703,"4 E 1",5,105,NA,NA,NA
3,0.32032677903158,0.553571392686132,0.837321013208534,0.860655402448098,0.950051166530676,0.0501884532208501,0.589766926822428,0.132140185876091,"2 N 3",5,105,NA,NA,NA
5,2.47488411775652,0.720902430926145,0.265307590204414,0.750708952512128,1.04462411024734,0.292653896617864,0.566189368951945,0.296843259570559,"5 W 1",5,105,NA,NA,NA
2,NA,NA,NA,0.947049285308549,0.901704677165107,0.0277059718863325,0.901009185462346,0.105489577001895,"1 E 1",5,105,NA,NA,NA
2,NA,NA,NA,0.750913128706592,0.57480619768795,0.0438830731602664,0.571600836216598,0.111216273830149,"4 N 1",5,105,NA,NA,NA
3,0.365734950032523,0.778944961710834,0.657817058334771,0.31307613488923,0.24560901154565,0.0455207930845828,0.603470921712254,0.115965051261023,"5 N 1",5,105,NA,NA,NA
2,NA,NA,NA,0.681294839904456,0.64867452328012,0.0266974542053738,0.783132979399585,0.106116390351457,"4 N 3",5,105,NA,NA,NA
4,0.493010417593283,0.637870662584906,0.901073244310025,0.683815409500391,0.645700589331631,0.0461365900689036,0.63517696478914,0.118246742509111,"1 N 1",5,105,NA,NA,NA
9,8.74626815999137,0.362050734626252,0.344419574973797,0.85094390619822,1.63668519051495,0.261679139729652,0.541907370299568,0.29474060190093,"4 E 3",5,105,NA,NA,NA
3,0.368173712050758,0.739348743050076,0.855914642394239,1.02579283473625,1.16981609710221,0.055414254983533,0.645941862424222,0.122788087059189,"3 W 1",5,105,NA,NA,NA
3,0.32032677903158,0.661789913283702,0.766207873113968,0.927281346882263,0.923090990489523,0.047239926995364,0.558165065409597,0.123908824589353,"2 E 3",5,105,NA,NA,NA
2,NA,NA,NA,0.118891169766356,0.113198674572704,0.0216274890311373,0.605269767040437,0.0919578507942691,"2 W 3",5,105,NA,NA,NA
3,0.0617407636888086,0.668670163191014,0.527407052390356,0.962589081046678,0.957361895208245,0.106660771747671,0.611970881736915,0.200088190983539,"3 E 3",5,105,NA,NA,NA
5,1.01510244342734,0.758105071819824,0.321978329920407,0.660350880616451,0.639679366532574,0.0526159266868509,0.608955935162712,0.154021689981863,"5 E 1",5,106,NA,NA,NA
5,1.78921119499009,0.558904804659243,0.917297909330878,0.786615644135881,1.12593332193417,0.20742801331325,0.408617646762903,0.321641688641587,"4 W 1",5,106,NA,NA,NA
5,6.28790559080722,0.471754294215093,0.811659131857071,0.906319276331634,1.66873287219443,0.615451425806163,0.550529981231056,0.429737680315728,"2 W 1",5,106,NA,NA,NA
8,5.63935239907124,0.244750177352784,0.363090985594596,0.908610283495139,1.03358083506118,0.23737029859914,0.454754106678923,0.251901792611257,"5 N 3",5,106,NA,NA,NA
2,NA,NA,NA,0.596848489509824,0.569684595364548,0.018147813092648,0.570068033811797,0.151648430536038,"5 E 3",5,106,NA,NA,NA
2,NA,NA,NA,0.0542234230299207,0.0646924983455341,0.0396973491802118,0.584246751961365,0.177761676197013,"1 E 3",5,106,NA,NA,NA
3,0.166543659023388,0.902930769546231,0.240725869516864,0.617151021685985,0.674994244699104,0.0258316821309078,0.584963180031761,0.184339796728525,"2 E 1",5,106,NA,NA,NA
3,0.187898238656186,0.88460058385399,0.40412788488668,0.839166390149141,0.801657037309783,0.034560419695994,0.534245542289171,0.155920342618943,"3 E 1",5,106,NA,NA,NA
2,NA,NA,NA,0.927502896937219,0.885290189768383,0.0193687576167194,0.5813953713845,0.16115358348247,"2 N 1",5,106,NA,NA,NA
3,1.93752910605844,0.421367205830911,0.708616253713756,1.00157024030353,1.1560260616902,0.397648074962689,0.577197769958108,0.385089797547187,"3 N 1",5,106,NA,NA,NA
4,2.26399845368029,0.490448691805922,0.899275918060301,0.82766497011082,1.12196500928927,0.362986644949147,0.452477230898213,0.310784502444786,"1 W 3",5,106,NA,NA,NA
4,8.63954930126017,0.0758776259419206,0.714299057842601,1.09657347945627,1.72689422869675,0.772984623815786,0.530634524162176,0.458398762146453,"3 W 3",5,106,NA,NA,NA
2,NA,NA,NA,0.665755233113029,0.635455240741768,0.0183973937506225,0.574836821121282,0.156114086748127,"3 N 3",5,106,NA,NA,NA
5,2.26399845368029,0.835212280945603,0.672436881469258,1.0475557309653,1.24804582189044,0.268764466363538,0.441746446821213,0.261677147220081,"1 W 1",5,106,NA,NA,NA
